date,max_temp,min_temp,avg_temp
2026-01-21,-0.5,-9.5,-5.0
2026-01-22,-2.7,-11.0,-6.85
2026-01-23,-10.1,-17.0,-13.55
2026-01-24,-11.9,-20.8,-16.35
2026-01-25,-8.0,-14.9,-11.45
2026-01-26,-5.9,-18.6,-12.25
2026-01-27,-4.4,-9.3,-6.8500000000000005
2026-01-28,-7.7,-15.7,-11.7
